model,group,median_first_passage,q3_first_passage,mean_not_reached_fraction,minimum_not_reached_fraction,maximum_not_reached_fraction,not_reached_tolerance,thresholds,minimum_threshold,maximum_threshold
32,9,4.0,5.0,0.13157894736842102,0.13157894736842102,0.13157894736842102,0.02,15,15,15
32,10,5.0,5.0,0.17105263157894735,0.17105263157894735,0.17105263157894735,0.02,16,16,16
32,11,5.0,6.0,0.19736842105263153,0.19736842105263153,0.19736842105263153,0.02,17,17,17
32,12,6.0,7.0,0.22368421052631582,0.22368421052631582,0.22368421052631582,0.02,18,18,18
32,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
33,1,1.0,1.0,0.004999999999999982,0.0,0.012499999999999956,0.02,"1,2,3,4,5",1,5
33,2,2.0,2.0,0.020833333333333332,0.012499999999999956,0.025000000000000022,0.02,"6,7,8",6,8
33,3,2.0,3.0,0.03125,0.025000000000000022,0.03749999999999998,0.02,"9,10",9,10
33,4,3.0,3.0,0.03749999999999998,0.03749999999999998,0.03749999999999998,0.02,"11,12",11,12
33,5,3.0,4.0,0.0625,0.0625,0.0625,0.02,13,13,13
33,6,4.0,4.0,0.0625,0.0625,0.0625,0.02,14,14,14
33,7,4.0,5.0,0.0625,0.0625,0.0625,0.02,15,15,15
33,8,4.0,5.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.02,16,16,16
33,9,5.0,5.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.02,17,17,17
33,10,5.0,6.0,0.11250000000000004,0.11250000000000004,0.11250000000000004,0.02,18,18,18
33,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
34,1,1.0,1.0,0.005714285714285694,0.0,0.014285714285714235,0.02,"1,2,3,4,5",1,5
34,2,1.0,2.0,0.014285714285714235,0.014285714285714235,0.014285714285714235,0.02,6,6,6
34,3,2.0,2.0,0.02857142857142858,0.02857142857142858,0.02857142857142858,0.02,"7,8,9",7,9
34,4,2.0,3.0,0.05714285714285716,0.05714285714285716,0.05714285714285716,0.02,10,10,10
34,5,3.0,3.0,0.05714285714285716,0.05714285714285716,0.05714285714285716,0.02,"11,12",11,12
34,6,3.0,4.0,0.08571428571428574,0.08571428571428574,0.08571428571428574,0.02,13,13,13
34,7,3.5,4.0,0.08571428571428574,0.08571428571428574,0.08571428571428574,0.02,14,14,14
34,8,4.0,4.0,0.08571428571428574,0.08571428571428574,0.08571428571428574,0.02,15,15,15
34,9,4.0,5.0,0.11428571428571432,0.11428571428571432,0.11428571428571432,0.02,16,16,16
34,10,5.0,6.0,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.02,17,17,17
34,11,6.0,6.0,0.15714285714285714,0.15714285714285714,0.15714285714285714,0.02,18,18,18
34,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
35,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
35,2,1.0,1.0,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,4,4,4
35,3,1.0,2.0,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,5,5,5
35,4,2.0,2.0,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,6,6,6
35,5,2.0,2.0,0.06756756756756754,0.06756756756756754,0.06756756756756754,0.02,"7,8",7,8
35,6,2.0,3.0,0.06756756756756754,0.06756756756756754,0.06756756756756754,0.02,9,9,9
35,7,3.0,3.0,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02,"10,11",10,11
35,8,3.0,4.0,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02,12,12,12
35,9,4.0,4.0,0.1351351351351351,0.1351351351351351,0.1351351351351351,0.02,13,13,13
35,10,4.0,5.0,0.1351351351351351,0.1351351351351351,0.1351351351351351,0.02,14,14,14
35,11,5.0,5.0,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.02,15,15,15
35,12,5.0,6.0,0.21621621621621623,0.21621621621621623,0.21621621621621623,0.02,16,16,16
35,13,6.0,7.0,0.21621621621621623,0.21621621621621623,0.21621621621621623,0.02,17,17,17
35,14,7.0,7.0,0.2432432432432432,0.2432432432432432,0.2432432432432432,0.02,18,18,18
35,15,nie,nie,1.0,1.0,1.0,0.02,19,19,19
36,1,1.0,1.0,0.005714285714285694,0.0,0.014285714285714235,0.02,"1,2,3,4,5",1,5
36,2,2.0,2.0,0.024999999999999994,0.014285714285714235,0.02857142857142858,0.02,"6,7,8,9",6,9
36,3,2.0,3.0,0.042857142857142816,0.042857142857142816,0.042857142857142816,0.02,10,10,10
36,4,3.0,3.0,0.042857142857142816,0.042857142857142816,0.042857142857142816,0.02,"11,12",11,12
36,5,3.0,4.0,0.08571428571428574,0.08571428571428574,0.08571428571428574,0.02,13,13,13
36,6,4.0,4.0,0.08571428571428574,0.08571428571428574,0.08571428571428574,0.02,14,14,14
36,7,4.0,5.0,0.08571428571428574,0.08571428571428574,0.08571428571428574,0.02,15,15,15
36,8,5.0,5.0,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.02,16,16,16
36,9,5.0,6.0,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.02,17,17,17
36,10,6.0,6.0,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.02,18,18,18
36,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
37,1,1.0,1.0,0.005970149253731361,0.0,0.014925373134328401,0.02,"1,2,3,4,5",1,5
37,2,1.0,2.0,0.014925373134328401,0.014925373134328401,0.014925373134328401,0.02,6,6,6
37,3,2.0,2.0,0.04477611940298509,0.04477611940298509,0.04477611940298509,0.02,"7,8,9",7,9
37,4,2.0,3.0,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.02,10,10,10
37,5,3.0,3.0,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.02,"11,12",11,12
37,6,3.0,3.5,0.11940298507462688,0.11940298507462688,0.11940298507462688,0.02,13,13,13
37,7,3.0,4.0,0.11940298507462688,0.11940298507462688,0.11940298507462688,0.02,14,14,14
37,8,4.0,5.0,0.11940298507462688,0.11940298507462688,0.11940298507462688,0.02,15,15,15
37,9,4.0,5.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.02,16,16,16
37,10,4.0,6.0,0.16417910447761197,0.16417910447761197,0.16417910447761197,0.02,17,17,17
37,11,5.0,6.0,0.19402985074626866,0.19402985074626866,0.19402985074626866,0.02,18,18,18
37,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
38,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
38,2,1.0,1.0,0.02857142857142858,0.02857142857142858,0.02857142857142858,0.02,"4,5",4,5
38,3,2.0,2.0,0.02857142857142858,0.02857142857142858,0.02857142857142858,0.02,6,6,6
38,4,2.0,2.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.02,"7,8",7,8
38,5,2.0,3.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.02,9,9,9
38,6,2.0,3.0,0.11428571428571432,0.11428571428571432,0.11428571428571432,0.02,10,10,10
38,7,3.0,3.0,0.11428571428571432,0.11428571428571432,0.11428571428571432,0.02,11,11,11
38,8,3.0,3.75,0.11428571428571432,0.11428571428571432,0.11428571428571432,0.02,12,12,12
38,9,3.0,4.0,0.15714285714285714,0.15714285714285714,0.15714285714285714,0.02,13,13,13
38,10,4.0,4.0,0.15714285714285714,0.15714285714285714,0.15714285714285714,0.02,14,14,14
38,11,4.0,5.0,0.15714285714285714,0.15714285714285714,0.15714285714285714,0.02,15,15,15
38,12,4.0,5.0,0.18571428571428572,0.18571428571428572,0.18571428571428572,0.02,16,16,16
38,13,5.0,6.0,0.18571428571428572,0.18571428571428572,0.18571428571428572,0.02,17,17,17
38,14,6.0,7.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.02,18,18,18
38,15,nie,nie,1.0,1.0,1.0,0.02,19,19,19
39,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
39,2,1.0,1.0,0.03703703703703709,0.03703703703703709,0.03703703703703709,0.02,"4,5",4,5
39,3,2.0,2.0,0.03703703703703709,0.03703703703703709,0.03703703703703709,0.02,6,6,6
39,4,2.0,2.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.02,"7,8",7,8
39,5,2.0,3.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.02,9,9,9
39,6,3.0,3.0,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.02,"10,11",10,11
39,7,3.0,4.0,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.02,12,12,12
39,8,4.0,4.0,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.02,"13,14",13,14
39,9,5.0,5.0,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.02,15,15,15
39,10,5.0,5.75,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.02,16,16,16
39,11,6.0,6.0,0.2592592592592593,0.2592592592592593,0.2592592592592593,0.02,17,17,17
39,12,7.0,7.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.02,18,18,18
39,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
40,1,1.0,1.0,0.0074074074074073955,0.0,0.01851851851851849,0.02,"1,2,3,4,5",1,5
40,2,1.0,2.0,0.01851851851851849,0.01851851851851849,0.01851851851851849,0.02,6,6,6
40,3,2.0,2.0,0.03703703703703709,0.03703703703703709,0.03703703703703709,0.02,"7,8",7,8
40,4,2.0,3.0,0.03703703703703709,0.03703703703703709,0.03703703703703709,0.02,9,9,9
40,5,2.0,3.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.02,10,10,10
40,6,3.0,3.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.02,11,11,11
40,7,3.0,3.75,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.02,12,12,12
40,8,3.0,4.0,0.12962962962962965,0.12962962962962965,0.12962962962962965,0.02,13,13,13
40,9,4.0,4.0,0.12962962962962965,0.12962962962962965,0.12962962962962965,0.02,14,14,14
40,10,4.0,5.0,0.12962962962962965,0.12962962962962965,0.12962962962962965,0.02,15,15,15
40,11,5.0,5.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.02,16,16,16
40,12,5.0,6.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.02,17,17,17
40,13,6.0,6.0,0.20370370370370372,0.20370370370370372,0.20370370370370372,0.02,18,18,18
40,14,nie,nie,1.0,1.0,1.0,0.02,19,19,19
41,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
41,2,1.0,1.0,0.02898550724637683,0.02898550724637683,0.02898550724637683,0.02,"4,5",4,5
41,3,2.0,2.0,0.02898550724637683,0.02898550724637683,0.02898550724637683,0.02,6,6,6
41,4,2.0,2.0,0.05797101449275366,0.05797101449275366,0.05797101449275366,0.02,"7,8,9",7,9
41,5,2.0,3.0,0.10144927536231885,0.10144927536231885,0.10144927536231885,0.02,10,10,10
41,6,3.0,3.0,0.10144927536231885,0.10144927536231885,0.10144927536231885,0.02,"11,12",11,12
41,7,3.0,4.0,0.14492753623188404,0.14492753623188404,0.14492753623188404,0.02,13,13,13
41,8,4.0,4.0,0.14492753623188404,0.14492753623188404,0.14492753623188404,0.02,14,14,14
41,9,4.0,5.0,0.1594202898550725,0.1594202898550725,0.1594202898550725,0.02,15,15,15
41,10,5.0,5.0,0.21739130434782605,0.21739130434782605,0.21739130434782605,0.02,16,16,16
41,11,5.0,6.0,0.23188405797101452,0.23188405797101452,0.23188405797101452,0.02,17,17,17
41,12,6.0,7.0,0.2753623188405797,0.2753623188405797,0.2753623188405797,0.02,18,18,18
41,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
42,1,1.0,1.0,0.007547169811320753,0.0,0.018867924528301883,0.02,"1,2,3,4,5",1,5
42,2,2.0,2.0,0.018867924528301883,0.018867924528301883,0.018867924528301883,0.02,6,6,6
42,3,2.0,2.0,0.05660377358490565,0.05660377358490565,0.05660377358490565,0.02,"7,8,9",7,9
42,4,2.0,3.0,0.07547169811320753,0.07547169811320753,0.07547169811320753,0.02,10,10,10
42,5,3.0,3.0,0.07547169811320753,0.07547169811320753,0.07547169811320753,0.02,"11,12",11,12
42,6,3.0,3.25,0.09433962264150941,0.09433962264150941,0.09433962264150941,0.02,13,13,13
42,7,3.0,4.0,0.09433962264150941,0.09433962264150941,0.09433962264150941,0.02,14,14,14
42,8,4.0,4.0,0.09433962264150941,0.09433962264150941,0.09433962264150941,0.02,15,15,15
42,9,4.0,5.0,0.1132075471698113,0.1132075471698113,0.1132075471698113,0.02,16,16,16
42,10,5.0,5.5,0.1132075471698113,0.1132075471698113,0.1132075471698113,0.02,17,17,17
42,11,6.0,6.0,0.13207547169811318,0.13207547169811318,0.13207547169811318,0.02,18,18,18
42,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
43,1,1.0,1.0,0.005405405405405394,0.0,0.013513513513513487,0.02,"1,2,3,4,5",1,5
43,2,2.0,2.0,0.0236486486486486,0.013513513513513487,0.027027027027026973,0.02,"6,7,8,9",6,9
43,3,2.0,3.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.02,10,10,10
43,4,3.0,3.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.02,"11,12",11,12
43,5,3.0,3.0,0.08108108108108103,0.08108108108108103,0.08108108108108103,0.02,13,13,13
43,6,3.0,4.0,0.08108108108108103,0.08108108108108103,0.08108108108108103,0.02,14,14,14
43,7,4.0,4.0,0.08108108108108103,0.08108108108108103,0.08108108108108103,0.02,15,15,15
43,8,4.0,5.0,0.11486486486486486,0.10810810810810811,0.1216216216216216,0.02,"16,17",16,17
43,9,5.0,5.0,0.14864864864864868,0.14864864864864868,0.14864864864864868,0.02,18,18,18
43,10,nie,nie,1.0,1.0,1.0,0.02,19,19,19
44,1,1.0,1.0,0.0051948051948051965,0.0,0.012987012987012991,0.02,"1,2,3,4,5",1,5
44,2,1.0,2.0,0.012987012987012991,0.012987012987012991,0.012987012987012991,0.02,6,6,6
44,3,2.0,2.0,0.025974025974025983,0.025974025974025983,0.025974025974025983,0.02,"7,8,9",7,9
44,4,2.0,3.0,0.051948051948051965,0.051948051948051965,0.051948051948051965,0.02,10,10,10
44,5,3.0,3.0,0.051948051948051965,0.051948051948051965,0.051948051948051965,0.02,"11,12",11,12
44,6,3.0,4.0,0.06493506493506496,0.06493506493506496,0.06493506493506496,0.02,"13,14",13,14
44,7,4.0,4.0,0.06493506493506496,0.06493506493506496,0.06493506493506496,0.02,15,15,15
44,8,4.0,5.0,0.09090909090909094,0.09090909090909094,0.09090909090909094,0.02,16,16,16
44,9,5.0,5.0,0.09090909090909094,0.09090909090909094,0.09090909090909094,0.02,17,17,17
44,10,5.0,6.0,0.11688311688311692,0.11688311688311692,0.11688311688311692,0.02,18,18,18
44,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
45,1,1.0,1.0,0.005333333333333324,0.0,0.013333333333333308,0.02,"1,2,3,4,5",1,5
45,2,1.0,2.0,0.013333333333333308,0.013333333333333308,0.013333333333333308,0.02,6,6,6
45,3,2.0,2.0,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.02,"7,8,9",7,9
45,4,2.0,3.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.02,10,10,10
45,5,3.0,3.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.02,"11,12",11,12
45,6,3.0,3.0,0.10666666666666669,0.10666666666666669,0.10666666666666669,0.02,13,13,13
45,7,3.0,4.0,0.10666666666666669,0.10666666666666669,0.10666666666666669,0.02,14,14,14
45,8,4.0,4.0,0.10666666666666669,0.10666666666666669,0.10666666666666669,0.02,15,15,15
45,9,4.0,5.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.02,16,16,16
45,10,5.0,5.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.02,17,17,17
45,11,5.0,6.0,0.1466666666666666,0.1466666666666666,0.1466666666666666,0.02,18,18,18
45,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
46,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
46,2,1.0,1.0,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,"4,5",4,5
46,3,2.0,2.0,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,6,6,6
46,4,2.0,2.0,0.06756756756756754,0.06756756756756754,0.06756756756756754,0.02,"7,8",7,8
46,5,2.0,3.0,0.06756756756756754,0.06756756756756754,0.06756756756756754,0.02,9,9,9
46,6,3.0,3.0,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02,"10,11",10,11
46,7,3.0,4.0,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02,12,12,12
46,8,4.0,4.0,0.14864864864864868,0.14864864864864868,0.14864864864864868,0.02,"13,14",13,14
46,9,5.0,5.0,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.02,15,15,15
46,10,5.0,5.75,0.21621621621621623,0.21621621621621623,0.21621621621621623,0.02,16,16,16
46,11,6.0,6.0,0.22972972972972971,0.22972972972972971,0.22972972972972971,0.02,17,17,17
46,12,6.0,7.0,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.02,18,18,18
46,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
47,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
47,2,1.0,1.0,0.026666666666666616,0.026666666666666616,0.026666666666666616,0.02,"4,5",4,5
47,3,2.0,2.0,0.026666666666666616,0.026666666666666616,0.026666666666666616,0.02,6,6,6
47,4,2.0,2.0,0.053333333333333344,0.053333333333333344,0.053333333333333344,0.02,"7,8,9",7,9
47,5,2.0,3.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.02,10,10,10
47,6,3.0,3.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.02,"11,12",11,12
47,7,3.0,4.0,0.07999999999999996,0.07999999999999996,0.07999999999999996,0.02,"13,14",13,14
47,8,4.0,5.0,0.10000000000000003,0.09333333333333338,0.10666666666666669,0.02,"15,16",15,16
47,9,5.0,6.0,0.13999999999999996,0.1333333333333333,0.1466666666666666,0.02,"17,18",17,18
47,10,nie,nie,1.0,1.0,1.0,0.02,19,19,19
48,1,1.0,1.0,0.00512820512820511,0.0,0.012820512820512775,0.02,"1,2,3,4,5",1,5
48,2,2.0,2.0,0.021367521367521364,0.012820512820512775,0.02564102564102566,0.02,"6,7,8",6,8
48,3,2.0,3.0,0.02564102564102566,0.02564102564102566,0.02564102564102566,0.02,9,9,9
48,4,3.0,3.0,0.05128205128205132,0.05128205128205132,0.05128205128205132,0.02,"10,11",10,11
48,5,3.0,4.0,0.05128205128205132,0.05128205128205132,0.05128205128205132,0.02,12,12,12
48,6,4.0,4.0,0.08974358974358976,0.08974358974358976,0.08974358974358976,0.02,13,13,13
48,7,4.0,5.0,0.08974358974358976,0.08974358974358976,0.08974358974358976,0.02,14,14,14
48,8,5.0,5.0,0.08974358974358976,0.08974358974358976,0.08974358974358976,0.02,15,15,15
48,9,5.0,5.75,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.02,16,16,16
48,10,6.0,6.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.02,17,17,17
48,11,7.0,7.0,0.21794871794871795,0.21794871794871795,0.21794871794871795,0.02,18,18,18
48,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
49,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
49,2,1.0,1.0,0.025974025974025983,0.025974025974025983,0.025974025974025983,0.02,"4,5",4,5
49,3,1.0,2.0,0.025974025974025983,0.025974025974025983,0.025974025974025983,0.02,6,6,6
49,4,2.0,2.0,0.051948051948051965,0.051948051948051965,0.051948051948051965,0.02,"7,8,9",7,9
49,5,2.0,3.0,0.07792207792207795,0.07792207792207795,0.07792207792207795,0.02,10,10,10
49,6,3.0,3.0,0.07792207792207795,0.07792207792207795,0.07792207792207795,0.02,"11,12",11,12
49,7,3.0,3.0,0.10389610389610393,0.10389610389610393,0.10389610389610393,0.02,13,13,13
49,8,3.0,4.0,0.10389610389610393,0.10389610389610393,0.10389610389610393,0.02,14,14,14
49,9,4.0,4.0,0.10389610389610393,0.10389610389610393,0.10389610389610393,0.02,15,15,15
49,10,4.0,4.0,0.1558441558441559,0.1558441558441559,0.1558441558441559,0.02,16,16,16
49,11,4.0,5.0,0.16883116883116878,0.16883116883116878,0.16883116883116878,0.02,17,17,17
49,12,5.0,5.0,0.18181818181818177,0.18181818181818177,0.18181818181818177,0.02,18,18,18
49,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
50,1,1.0,1.0,0.005970149253731361,0.0,0.014925373134328401,0.02,"1,2,3,4,5",1,5
50,2,2.0,2.0,0.02611940298507462,0.014925373134328401,0.02985074626865669,0.02,"6,7,8,9",6,9
50,3,2.0,3.0,0.05970149253731338,0.05970149253731338,0.05970149253731338,0.02,10,10,10
50,4,3.0,3.0,0.05970149253731338,0.05970149253731338,0.05970149253731338,0.02,"11,12",11,12
50,5,3.0,4.0,0.08955223880597019,0.08955223880597019,0.08955223880597019,0.02,13,13,13
50,6,4.0,4.0,0.08955223880597019,0.08955223880597019,0.08955223880597019,0.02,14,14,14
50,7,4.0,5.0,0.08955223880597019,0.08955223880597019,0.08955223880597019,0.02,15,15,15
50,8,5.0,5.0,0.13432835820895528,0.13432835820895528,0.13432835820895528,0.02,16,16,16
50,9,5.0,6.0,0.13432835820895528,0.13432835820895528,0.13432835820895528,0.02,17,17,17
50,10,6.0,7.0,0.16417910447761197,0.16417910447761197,0.16417910447761197,0.02,18,18,18
50,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
51,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
51,2,1.0,1.0,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.02,"4,5",4,5
51,3,2.0,2.0,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.02,6,6,6
51,4,2.0,2.0,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.02,"7,8",7,8
51,5,2.0,3.0,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.02,9,9,9
51,6,3.0,3.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,"10,11",10,11
51,7,3.0,4.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,12,12,12
51,8,3.0,4.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,13,13,13
51,9,4.0,4.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,14,14,14
51,10,4.0,5.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,15,15,15
51,11,5.0,5.0,0.12328767123287676,0.12328767123287676,0.12328767123287676,0.02,16,16,16
51,12,5.0,6.0,0.136986301369863,0.136986301369863,0.136986301369863,0.02,17,17,17
51,13,6.0,6.0,0.1643835616438356,0.1643835616438356,0.1643835616438356,0.02,18,18,18
51,14,nie,nie,1.0,1.0,1.0,0.02,19,19,19
52,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
52,2,1.0,1.0,0.028169014084507005,0.028169014084507005,0.028169014084507005,0.02,"4,5",4,5
52,3,2.0,2.0,0.028169014084507005,0.028169014084507005,0.028169014084507005,0.02,6,6,6
52,4,2.0,2.0,0.05633802816901412,0.05633802816901412,0.05633802816901412,0.02,"7,8",7,8
52,5,2.0,3.0,0.05633802816901412,0.05633802816901412,0.05633802816901412,0.02,9,9,9
52,6,3.0,3.0,0.09859154929577463,0.09859154929577463,0.09859154929577463,0.02,"10,11",10,11
52,7,3.0,4.0,0.09859154929577463,0.09859154929577463,0.09859154929577463,0.02,12,12,12
52,8,4.0,4.0,0.15492957746478875,0.15492957746478875,0.15492957746478875,0.02,"13,14",13,14
52,9,5.0,5.0,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.02,15,15,15
52,10,5.0,5.0,0.23943661971830987,0.23943661971830987,0.23943661971830987,0.02,16,16,16
52,11,5.0,6.0,0.2816901408450704,0.2816901408450704,0.2816901408450704,0.02,17,17,17
52,12,6.0,7.0,0.3661971830985915,0.3661971830985915,0.3661971830985915,0.02,18,18,18
52,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
53,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
53,2,1.0,1.0,0.02941176470588236,0.02941176470588236,0.02941176470588236,0.02,"4,5",4,5
53,3,2.0,2.0,0.0404411764705882,0.02941176470588236,0.044117647058823484,0.02,"6,7,8,9",6,9
53,4,2.0,3.0,0.07352941176470584,0.07352941176470584,0.07352941176470584,0.02,10,10,10
53,5,3.0,3.0,0.07352941176470584,0.07352941176470584,0.07352941176470584,0.02,"11,12",11,12
53,6,3.0,4.0,0.1029411764705882,0.1029411764705882,0.1029411764705882,0.02,13,13,13
53,7,4.0,4.0,0.1029411764705882,0.1029411764705882,0.1029411764705882,0.02,14,14,14
53,8,4.0,5.0,0.1029411764705882,0.1029411764705882,0.1029411764705882,0.02,15,15,15
53,9,5.0,5.0,0.13235294117647056,0.13235294117647056,0.13235294117647056,0.02,16,16,16
53,10,5.0,6.0,0.13235294117647056,0.13235294117647056,0.13235294117647056,0.02,17,17,17
53,11,6.0,7.0,0.13235294117647056,0.13235294117647056,0.13235294117647056,0.02,18,18,18
53,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
54,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
54,2,1.0,1.0,0.025316455696202556,0.025316455696202556,0.025316455696202556,0.02,"4,5",4,5
54,3,1.0,2.0,0.025316455696202556,0.025316455696202556,0.025316455696202556,0.02,6,6,6
54,4,2.0,2.0,0.05063291139240511,0.05063291139240511,0.05063291139240511,0.02,"7,8,9",7,9
54,5,2.0,3.0,0.07594936708860756,0.07594936708860756,0.07594936708860756,0.02,10,10,10
54,6,3.0,3.0,0.07594936708860756,0.07594936708860756,0.07594936708860756,0.02,"11,12",11,12
54,7,3.0,4.0,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.02,"13,14",13,14
54,8,4.0,5.0,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.02,15,15,15
54,9,4.0,5.0,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.02,16,16,16
54,10,5.0,5.0,0.17721518987341767,0.17721518987341767,0.17721518987341767,0.02,17,17,17
54,11,5.0,6.0,0.20253164556962022,0.20253164556962022,0.20253164556962022,0.02,18,18,18
54,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
55,1,1.0,1.0,0.005970149253731361,0.0,0.014925373134328401,0.02,"1,2,3,4,5",1,5
55,2,1.0,2.0,0.014925373134328401,0.014925373134328401,0.014925373134328401,0.02,6,6,6
55,3,2.0,2.0,0.02985074626865669,0.02985074626865669,0.02985074626865669,0.02,"7,8,9",7,9
55,4,2.0,3.0,0.04477611940298509,0.04477611940298509,0.04477611940298509,0.02,10,10,10
55,5,3.0,3.0,0.04477611940298509,0.04477611940298509,0.04477611940298509,0.02,"11,12",11,12
55,6,3.0,4.0,0.05970149253731338,0.05970149253731338,0.05970149253731338,0.02,"13,14",13,14
55,7,4.0,4.0,0.05970149253731338,0.05970149253731338,0.05970149253731338,0.02,15,15,15
55,8,4.0,5.0,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.02,16,16,16
55,9,5.0,6.0,0.09701492537313433,0.08955223880597019,0.10447761194029848,0.02,"17,18",17,18
55,10,nie,nie,1.0,1.0,1.0,0.02,19,19,19
56,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
56,2,1.0,1.0,0.038461538461538436,0.038461538461538436,0.038461538461538436,0.02,4,4,4
56,3,1.0,2.0,0.038461538461538436,0.038461538461538436,0.038461538461538436,0.02,5,5,5
